Time,PhysicsState,GateActivated,GateOpenProgress,PinBRemoved,PinCRemoved,PipX,PipY,PipVy,MochiX,MochiY,MochiVy,BlobboX,BlobboY,BlobboVy,CreaturesInGoal,ActiveColliderUnderChamber
1.776,RUNNING,true,1.000,true,true,700.0,407.0,635.5,765.0,407.0,635.5,830.0,407.0,635.5,0,NONE
1.792,RUNNING,true,1.000,true,true,700.0,417.4,660.3,765.0,417.4,660.3,830.0,417.4,660.3,0,NONE
1.808,RUNNING,true,1.000,true,true,700.0,428.2,685.1,765.0,428.2,685.1,830.0,428.2,685.1,0,NONE
1.824,RUNNING,true,1.000,true,true,700.0,439.4,709.9,765.0,439.4,709.9,830.0,439.4,709.9,0,NONE
1.840,RUNNING,true,1.000,true,true,700.0,450.9,734.7,765.0,450.9,734.7,824.9,442.8,167.2,0,NONE
1.856,RUNNING,true,1.000,true,true,700.0,462.9,759.5,765.0,462.9,759.5,819.3,445.7,192.0,0,NONE
1.872,RUNNING,true,1.000,true,true,700.0,475.3,784.3,765.0,475.3,784.3,813.7,448.9,216.8,0,NONE
1.888,RUNNING,true,1.000,true,true,700.0,488.1,809.1,765.0,488.1,809.1,808.2,452.6,241.6,0,NONE
1.904,RUNNING,true,1.000,true,true,700.0,501.2,833.9,764.7,501.0,170.2,802.6,456.7,266.4,0,NONE
1.920,RUNNING,true,1.000,true,true,700.0,514.8,858.7,758.2,503.9,195.0,797.0,461.2,291.2,0,NONE
1.936,RUNNING,true,1.000,true,true,700.0,528.8,883.5,751.7,507.2,219.8,791.4,466.1,316.0,0,NONE
1.952,RUNNING,true,1.000,true,true,700.0,543.1,908.3,745.2,511.0,244.6,785.8,471.4,340.8,0,NONE
1.968,RUNNING,true,1.000,true,true,699.8,557.6,63.4,738.6,515.1,269.4,780.3,477.1,365.6,0,NONE
1.984,RUNNING,true,1.000,true,true,693.3,558.8,88.2,732.1,519.7,294.2,774.7,483.1,390.4,0,NONE
2.000,RUNNING,true,1.000,true,true,686.9,560.5,113.0,725.6,524.6,319.0,769.1,489.6,415.2,0,NONE
2.016,RUNNING,true,1.000,true,true,679.5,563.3,214.7,719.9,529.1,266.9,763.5,496.5,440.0,0,NONE
2.032,RUNNING,true,1.000,true,true,671.7,566.9,239.5,714.8,533.6,291.7,757.9,503.7,464.8,0,NONE
2.048,RUNNING,true,1.000,true,true,663.8,571.0,264.3,708.8,539.1,371.1,753.2,510.8,435.0,0,NONE
2.064,RUNNING,true,1.000,true,true,656.0,575.4,289.1,702.3,545.3,395.9,747.7,516.1,306.2,0,NONE
2.080,RUNNING,true,1.000,true,true,648.1,580.3,313.9,695.9,551.8,420.7,742.0,521.2,331.0,0,NONE
2.096,RUNNING,true,1.000,true,true,640.3,585.5,338.7,689.4,558.8,445.5,736.2,526.8,355.8,0,NONE
2.112,RUNNING,true,1.000,true,true,632.4,591.2,363.5,683.0,566.1,470.3,730.4,532.6,352.1,0,NONE
2.128,RUNNING,true,1.000,true,true,624.6,597.2,388.3,676.5,573.9,495.1,724.2,538.4,361.1,0,NONE
2.144,RUNNING,true,1.000,true,true,616.7,603.7,413.1,668.9,579.6,328.3,717.8,544.1,299.8,0,NONE
2.160,RUNNING,true,1.000,true,true,608.9,610.5,437.9,661.1,585.1,353.1,710.9,549.1,324.6,0,NONE
2.176,RUNNING,true,1.000,true,true,601.0,617.7,462.7,653.2,591.0,377.9,704.0,554.3,324.6,0,NONE
2.192,RUNNING,true,1.000,true,true,593.2,625.3,487.5,645.3,597.2,402.7,696.8,559.6,330.9,0,NONE
2.208,RUNNING,true,1.000,true,true,585.3,633.4,512.3,637.2,603.3,377.9,689.5,565.0,337.2,0,NONE
2.224,RUNNING,true,1.000,true,true,577.5,641.8,537.1,628.8,609.5,384.3,682.1,570.4,343.5,0,NONE
2.240,RUNNING,true,1.000,true,true,569.6,650.6,561.9,620.4,615.7,390.6,674.5,576.0,349.8,0,NONE
2.256,RUNNING,true,1.000,true,true,561.8,659.8,586.7,611.8,622.0,396.9,666.8,581.6,356.1,0,NONE
2.272,RUNNING,true,1.000,true,true,554.0,669.4,611.5,603.0,628.4,403.2,658.9,587.4,362.4,0,NONE
2.288,RUNNING,true,1.000,true,true,544.4,674.0,258.6,594.1,634.9,409.5,650.9,593.3,368.7,0,NONE
2.304,RUNNING,true,1.000,true,true,534.7,678.3,283.4,585.1,641.5,415.8,642.8,599.2,375.0,0,NONE
2.320,RUNNING,true,1.000,true,true,524.9,683.1,308.2,576.0,648.2,422.1,634.5,605.3,381.3,0,NONE
2.336,RUNNING,true,1.000,true,true,515.2,688.3,333.0,566.7,655.1,435.3,626.1,611.4,387.6,0,NONE
2.352,RUNNING,true,1.000,true,true,505.3,693.3,302.0,557.4,662.3,460.1,617.6,617.7,393.9,0,NONE
2.368,RUNNING,true,1.000,true,true,495.3,698.2,305.2,548.1,669.8,484.9,608.9,624.1,400.2,0,NONE
2.384,RUNNING,true,1.000,true,true,485.1,703.1,308.4,538.6,677.3,283.7,600.1,630.5,406.6,0,NONE
2.400,RUNNING,true,1.000,true,true,474.8,708.1,311.7,528.2,682.0,308.5,591.1,637.1,412.9,0,NONE
2.416,RUNNING,true,1.000,true,true,464.4,713.1,314.9,517.8,687.2,333.3,582.1,643.8,419.2,0,NONE
2.432,RUNNING,true,1.000,true,true,453.9,718.2,318.1,507.3,692.4,320.2,572.8,650.5,425.5,0,NONE
2.448,RUNNING,true,1.000,true,true,443.3,723.3,321.4,496.6,697.6,323.5,563.5,657.5,445.7,0,NONE
2.464,RUNNING,true,1.000,true,true,432.6,728.5,324.6,485.8,702.8,326.7,554.2,664.8,470.5,0,NONE
2.480,RUNNING,true,1.000,true,true,421.8,733.7,327.9,474.9,708.1,329.9,544.9,672.6,495.3,0,NONE
2.496,RUNNING,true,1.000,true,true,410.9,739.0,331.1,463.9,713.4,333.2,535.0,678.9,293.7,0,NONE
2.512,RUNNING,true,1.000,true,true,399.9,744.3,334.3,452.8,718.7,336.4,524.5,683.8,318.5,0,NONE
2.528,RUNNING,true,1.000,true,true,388.7,749.7,337.6,441.6,724.2,339.6,514.1,689.1,318.9,0,NONE
2.544,RUNNING,true,1.000,true,true,377.5,755.1,340.8,430.3,729.6,342.9,503.5,694.3,322.2,0,NONE
2.560,RUNNING,true,1.000,true,true,366.1,760.6,344.0,418.9,735.1,346.1,492.7,699.5,325.4,0,NONE
2.576,RUNNING,true,1.000,true,true,354.7,766.2,347.3,407.4,740.7,349.3,481.9,704.7,328.6,0,NONE
2.592,RUNNING,true,1.000,true,true,343.1,771.8,350.5,395.7,746.3,352.6,470.9,710.0,331.9,0,NONE
2.608,RUNNING,true,1.000,true,true,331.4,777.4,353.7,384.0,752.0,355.8,459.9,715.3,335.1,0,NONE
2.624,RUNNING,true,1.000,true,true,319.6,783.1,357.0,372.1,757.7,359.1,448.7,720.7,338.3,0,NONE
2.640,RUNNING,true,1.000,true,true,307.7,788.8,360.2,360.2,763.5,362.3,437.4,726.2,341.6,0,NONE
2.656,RUNNING,true,1.000,true,true,295.9,791.7,37.6,348.1,769.3,365.5,426.1,731.7,344.8,0,NONE
2.672,RUNNING,true,1.000,true,true,291.9,790.1,-137.7,340.9,772.8,-17.4,414.6,737.2,348.0,0,NONE
2.688,RUNNING,true,1.000,true,true,290.8,788.1,-112.9,341.4,772.6,-11.3,403.0,742.8,351.3,0,NONE
2.704,RUNNING,true,1.000,true,true,289.7,786.6,-88.1,341.7,772.4,-5.1,391.3,748.5,354.5,0,NONE
2.720,RUNNING,true,1.000,true,true,284.8,786.3,-135.3,338.1,774.1,69.6,386.9,750.6,61.6,0,NONE
2.736,RUNNING,true,1.000,true,true,283.8,784.3,-110.5,335.6,775.3,77.2,384.8,751.6,64.9,0,NONE
2.752,RUNNING,true,1.000,true,true,281.7,782.9,-70.3,333.9,776.2,36.3,382.5,752.7,68.1,0,NONE
2.768,RUNNING,true,1.000,true,true,279.1,782.0,-45.5,332.7,776.8,39.5,380.2,753.8,71.3,0,NONE
2.784,RUNNING,true,1.000,true,true,276.4,781.5,-20.7,331.1,777.6,69.0,378.0,754.9,48.3,0,NONE
2.800,RUNNING,true,1.000,true,true,273.8,781.4,4.1,328.7,778.7,72.2,376.3,755.7,51.5,0,NONE
2.816,RUNNING,true,1.000,true,true,271.1,781.7,28.9,326.2,779.9,75.5,374.6,756.5,54.8,0,NONE
2.832,RUNNING,true,1.000,true,true,268.4,782.4,53.7,323.7,781.1,78.7,372.7,757.5,58.0,0,NONE
2.848,RUNNING,true,1.000,true,true,265.8,783.5,78.5,321.0,782.4,81.9,370.7,758.4,61.2,0,NONE
2.864,RUNNING,true,1.000,true,true,263.1,785.0,103.3,318.2,783.8,85.2,368.6,759.4,64.5,0,NONE
2.880,RUNNING,true,1.000,true,true,261.2,786.6,107.7,315.3,785.2,88.4,366.4,760.5,67.7,0,NONE
2.896,RUNNING,true,1.000,true,true,259.4,788.5,132.5,312.3,786.6,91.6,364.1,761.6,71.0,0,NONE
2.912,RUNNING,true,1.000,true,true,257.5,790.9,160.7,309.4,788.0,66.2,361.7,762.8,74.2,0,NONE
2.928,RUNNING,true,1.000,true,true,255.4,793.5,168.0,307.2,789.1,63.7,359.2,764.0,77.4,0,NONE
2.944,RUNNING,true,1.000,true,true,253.4,796.4,192.8,305.0,790.2,66.9,356.5,765.3,80.7,0,NONE
2.960,RUNNING,true,1.000,true,true,251.4,799.7,217.6,302.7,791.2,-1.3,353.8,766.6,83.9,0,NONE
2.976,RUNNING,true,1.000,true,true,249.5,803.4,242.4,300.5,791.5,22.3,350.9,768.0,87.1,0,NONE
2.992,RUNNING,true,1.000,true,true,247.5,807.5,267.2,298.3,791.9,31.7,348.0,769.4,90.4,0,NONE
3.008,RUNNING,true,1.000,true,true,245.5,812.0,292.0,296.1,792.5,41.9,344.9,770.9,93.6,0,NONE
3.024,RUNNING,true,1.000,true,true,243.5,816.9,316.8,293.9,793.3,53.3,341.8,772.4,96.8,0,NONE
